Filename,PromptID,PromptType,Model,Category,Tags
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Interlocks/Answer0126_CARE_Deepseek.md,126,CARE,Deepseek,Interlocks,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Interlocks/Answer0122_CARE_Deepseek.md,122,CARE,Deepseek,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Interlocks/Answer0130_CARE_Deepseek.md,130,CARE,Deepseek,Mathematical Functions,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Interlocks/Answer0121_CARE_Deepseek.md,121,CARE,Deepseek,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Interlocks/Answer0127_CARE_Deepseek.md,127,CARE,Deepseek,Interlocks,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0164_CARE_Deepseek.md,164,CARE,Deepseek,Programmer Support,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0166_CARE_Deepseek.md,166,CARE,Deepseek,Programmer Support,"ACT,ALM,FIC,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0163_CARE_Deepseek.md,163,CARE,Deepseek,Programmer Support,"ACT,PIC,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0161_CARE_Deepseek.md,161,CARE,Deepseek,Programmer Support,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0169_CARE_Deepseek.md,169,CARE,Deepseek,Programmer Support,"ACT,PIC,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0167_CARE_Deepseek.md,167,CARE,Deepseek,Programmer Support,"ALM,LOGIC,RPT,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0165_CARE_Deepseek.md,165,CARE,Deepseek,Programmer Support,"ALM,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0162_CARE_Deepseek.md,162,CARE,Deepseek,Programmer Support,"ACT,INTLK,LOGIC,RPT"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0168_CARE_Deepseek.md,168,CARE,Deepseek,Programmer Support,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Programmer Support/Answer0170_CARE_Deepseek.md,170,CARE,Deepseek,Sequential Control,"ACT,PIC,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0134_CARE_Deepseek.md,134,CARE,Deepseek,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0132_CARE_Deepseek.md,132,CARE,Deepseek,Mathematical Functions,"INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0135_CARE_Deepseek.md,135,CARE,Deepseek,Mathematical Functions,"INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0140_CARE_Deepseek.md,140,CARE,Deepseek,PLC Programing Tasks,"ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0138_CARE_Deepseek.md,138,CARE,Deepseek,Mathematical Functions,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0131_CARE_Deepseek.md,131,CARE,Deepseek,Mathematical Functions,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0137_CARE_Deepseek.md,137,CARE,Deepseek,Mathematical Functions,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0136_CARE_Deepseek.md,136,CARE,Deepseek,Mathematical Functions,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0139_CARE_Deepseek.md,139,CARE,Deepseek,Mathematical Functions,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Mathematical Functions/Answer0133_CARE_Deepseek.md,133,CARE,Deepseek,Mathematical Functions,"INTLK,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0154_CARE_Deepseek.md,154,CARE,Deepseek,Process Control,"ACT,ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0153_CARE_Deepseek.md,153,CARE,Deepseek,Process Control,"FIC,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0160_CARE_Deepseek.md,160,CARE,Deepseek,Programmer Support,"ACT,ALM,FIC,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0155_CARE_Deepseek.md,155,CARE,Deepseek,Process Control,"ACT,ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0157_CARE_Deepseek.md,157,CARE,Deepseek,Process Control,"ACT,ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0151_CARE_Deepseek.md,151,CARE,Deepseek,Process Control,"ACT,ALM,FIC,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0156_CARE_Deepseek.md,156,CARE,Deepseek,Process Control,"ALM,FIC,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0158_CARE_Deepseek.md,158,CARE,Deepseek,Process Control,"ACT,ALM,FIC,LOGIC,RPT,SEN,TIC"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0152_CARE_Deepseek.md,152,CARE,Deepseek,Process Control,"ACT,ALM,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Process Control/Answer0159_CARE_Deepseek.md,159,CARE,Deepseek,Process Control,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0191_CARE_Deepseek.md,191,CARE,Deepseek,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0195_CARE_Deepseek.md,195,CARE,Deepseek,Various Engineering Inputs,"ACT,FIC,LOGIC,PIC,RPT,TIC"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0200_CARE_Deepseek.md,200,CARE,Deepseek,Unknown,"ACT,FIC,TIC"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0198_CARE_Deepseek.md,198,CARE,Deepseek,Various Engineering Inputs,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0199_CARE_Deepseek.md,199,CARE,Deepseek,Various Engineering Inputs,"ACT,LOGIC,PIC,RPT"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0192_CARE_Deepseek.md,192,CARE,Deepseek,Various Engineering Inputs,"ACT,ALM,FIC,INTLK,LOGIC,PIC,RPT,SEN,TIC"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0196_CARE_Deepseek.md,196,CARE,Deepseek,Various Engineering Inputs,"ACT,ALM,INTLK,LOGIC,RPT,SEN,TIC"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0197_CARE_Deepseek.md,197,CARE,Deepseek,Various Engineering Inputs,"LOGIC,RPT,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0194_CARE_Deepseek.md,194,CARE,Deepseek,Various Engineering Inputs,"ACT,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Various Engineering Inputs/Answer0193_CARE_Deepseek.md,193,CARE,Deepseek,Various Engineering Inputs,"ACT,FIC,LOGIC,PIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0120_CARE_Deepseek.md,120,CARE,Deepseek,Interlocks,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0117_CARE_Deepseek.md,117,CARE,Deepseek,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0113_CARE_Deepseek.md,113,CARE,Deepseek,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0114_CARE_Deepseek.md,114,CARE,Deepseek,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0111_CARE_Deepseek.md,111,CARE,Deepseek,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0119_CARE_Deepseek.md,119,CARE,Deepseek,Diagnostics and Communication,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0115_CARE_Deepseek.md,115,CARE,Deepseek,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0112_CARE_Deepseek.md,112,CARE,Deepseek,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0118_CARE_Deepseek.md,118,CARE,Deepseek,Diagnostics and Communication,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/Diagnostics and Communication/Answer0116_CARE_Deepseek.md,116,CARE,Deepseek,Diagnostics and Communication,"ALM,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0145_CARE_Deepseek.md,145,CARE,Deepseek,PLC Programing Tasks,"LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0149_CARE_Deepseek.md,149,CARE,Deepseek,PLC Programing Tasks,"ACT,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0143_CARE_Deepseek.md,143,CARE,Deepseek,PLC Programing Tasks,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0141_CARE_Deepseek.md,141,CARE,Deepseek,PLC Programing Tasks,"ACT,ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0146_CARE_Deepseek.md,146,CARE,Deepseek,PLC Programing Tasks,"ACT,ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0150_CARE_Deepseek.md,150,CARE,Deepseek,Process Control,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0142_CARE_Deepseek.md,142,CARE,Deepseek,PLC Programing Tasks,"ALM,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0148_CARE_Deepseek.md,148,CARE,Deepseek,PLC Programing Tasks,"ACT,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0144_CARE_Deepseek.md,144,CARE,Deepseek,PLC Programing Tasks,"ACT,ALM,FIC,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/C-A-R-E(Context-Action-Result-Example)/PLC Programing Tasks/Answer0147_CARE_Deepseek.md,147,CARE,Deepseek,PLC Programing Tasks,"ACT,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0384_RTF_Deepseek.md,384,RTF,Deepseek,Standard Algorithms,"INTLK,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0381_RTF_Deepseek.md,381,RTF,Deepseek,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0382_RTF_Deepseek.md,382,RTF,Deepseek,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0389_RTF_Deepseek.md,389,RTF,Deepseek,Standard Algorithms,"INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0390_RTF_Deepseek.md,390,RTF,Deepseek,Various Engineering Inputs,"ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0388_RTF_Deepseek.md,388,RTF,Deepseek,Standard Algorithms,"INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0386_RTF_Deepseek.md,386,RTF,Deepseek,Standard Algorithms,"ALM,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0385_RTF_Deepseek.md,385,RTF,Deepseek,Standard Algorithms,"INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0387_RTF_Deepseek.md,387,RTF,Deepseek,Standard Algorithms,"INTLK,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Standard Algorithms/Answer0383_RTF_Deepseek.md,383,RTF,Deepseek,Standard Algorithms,"INTLK,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0377_RTF_Deepseek.md,377,RTF,Deepseek,Sequential Control,"LOGIC,RPT,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0374_RTF_Deepseek.md,374,RTF,Deepseek,Sequential Control,"INTLK,LOGIC,RPT,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0373_RTF_Deepseek.md,373,RTF,Deepseek,Sequential Control,"INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0378_RTF_Deepseek.md,378,RTF,Deepseek,Sequential Control,"INTLK,LOGIC,PIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0375_RTF_Deepseek.md,375,RTF,Deepseek,Sequential Control,"FIC,PIC,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0380_RTF_Deepseek.md,380,RTF,Deepseek,Standard Algorithms,"INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0379_RTF_Deepseek.md,379,RTF,Deepseek,Sequential Control,"LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0372_RTF_Deepseek.md,372,RTF,Deepseek,Sequential Control,"FIC,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0376_RTF_Deepseek.md,376,RTF,Deepseek,Sequential Control,"ACT,INTLK,LOGIC,PIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Sequential Control/Answer0371_RTF_Deepseek.md,371,RTF,Deepseek,Sequential Control,"INTLK,LOGIC,RPT,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0307_RTF_Deepseek.md,307,RTF,Deepseek,Advanced Process Control,"ALM,LOGIC,PIC,SEN,SEQ,TIC"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0301_RTF_Deepseek.md,301,RTF,Deepseek,Advanced Process Control,"ALM,LOGIC,RPT,SEN,SEQ,TIC"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0304_RTF_Deepseek.md,304,RTF,Deepseek,Advanced Process Control,"INTLK,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0303_RTF_Deepseek.md,303,RTF,Deepseek,Advanced Process Control,"RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0306_RTF_Deepseek.md,306,RTF,Deepseek,Advanced Process Control,"ALM,PIC"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0309_RTF_Deepseek.md,309,RTF,Deepseek,Advanced Process Control,"FIC,PIC,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0305_RTF_Deepseek.md,305,RTF,Deepseek,Advanced Process Control,"INTLK,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0308_RTF_Deepseek.md,308,RTF,Deepseek,Advanced Process Control,"SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0310_RTF_Deepseek.md,310,RTF,Deepseek,Diagnostics and Communication,"LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Advanced Process Control/Answer0302_RTF_Deepseek.md,302,RTF,Deepseek,Advanced Process Control,"RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0329_RTF_Deepseek.md,329,RTF,Deepseek,Interlocks,"ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0328_RTF_Deepseek.md,328,RTF,Deepseek,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0322_RTF_Deepseek.md,322,RTF,Deepseek,Interlocks,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0325_RTF_Deepseek.md,325,RTF,Deepseek,Interlocks,"ACT,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0321_RTF_Deepseek.md,321,RTF,Deepseek,Interlocks,"ACT,ALM,INTLK,LOGIC,PIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0327_RTF_Deepseek.md,327,RTF,Deepseek,Interlocks,"ACT,INTLK,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0330_RTF_Deepseek.md,330,RTF,Deepseek,Mathematical Functions,"ACT,FIC,INTLK,PIC,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0326_RTF_Deepseek.md,326,RTF,Deepseek,Interlocks,"ACT,ALM,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0324_RTF_Deepseek.md,324,RTF,Deepseek,Interlocks,"ACT,ALM,INTLK,PIC,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Interlocks/Answer0323_RTF_Deepseek.md,323,RTF,Deepseek,Interlocks,"ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0369_RTF_Deepseek.md,369,RTF,Deepseek,Programmer Support,"ACT,ALM,INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0368_RTF_Deepseek.md,368,RTF,Deepseek,Programmer Support,"ACT,PIC,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0363_RTF_Deepseek.md,363,RTF,Deepseek,Programmer Support,"ACT,ALM,FIC,PIC"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0362_RTF_Deepseek.md,362,RTF,Deepseek,Programmer Support,"ACT,ALM,INTLK,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0361_RTF_Deepseek.md,361,RTF,Deepseek,Programmer Support,"ACT,ALM"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0370_RTF_Deepseek.md,370,RTF,Deepseek,Sequential Control,
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0367_RTF_Deepseek.md,367,RTF,Deepseek,Programmer Support,"ACT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0366_RTF_Deepseek.md,366,RTF,Deepseek,Programmer Support,"ALM,LOGIC,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0364_RTF_Deepseek.md,364,RTF,Deepseek,Programmer Support,"ACT,ALM,INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Programmer Support/Answer0365_RTF_Deepseek.md,365,RTF,Deepseek,Programmer Support,"ACT,LOGIC,RPT,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0338_RTF_Deepseek.md,338,RTF,Deepseek,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0333_RTF_Deepseek.md,333,RTF,Deepseek,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0331_RTF_Deepseek.md,331,RTF,Deepseek,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0335_RTF_Deepseek.md,335,RTF,Deepseek,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0336_RTF_Deepseek.md,336,RTF,Deepseek,Mathematical Functions,"INTLK,SEN"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0339_RTF_Deepseek.md,339,RTF,Deepseek,Mathematical Functions,"ALM,INTLK,RPT,SEN,SEQ"
../Industrial-Control/Models/Deepseek/R-T-F(Role-Task-Format)/Mathematical Functions/Answer0337_RTF_Deepseek.md,337,RTF,Deepseek,Mathematical Functions,"ALM,INTLK,SEN"
